,class
124316,normal
79752,anomaly
41904,normal
97845,normal
97468,normal
19967,normal
20909,normal
117567,normal
53020,anomaly
84802,anomaly
106790,normal
81167,anomaly
120791,normal
34126,normal
88342,anomaly
71176,normal
90862,normal
117818,anomaly
122524,normal
101636,anomaly
118353,normal
15060,anomaly
120400,anomaly
124863,anomaly
7210,normal
24373,normal
28653,anomaly
75500,anomaly
36006,anomaly
12010,normal
11127,normal
115347,anomaly
2733,anomaly
79964,normal
64811,normal
40377,normal
104619,anomaly
21742,anomaly
61025,anomaly
112218,normal
46739,anomaly
82974,normal
58431,anomaly
114712,anomaly
117780,anomaly
11070,normal
50465,normal
52281,normal
75822,anomaly
89263,normal
33238,normal
83954,normal
87724,anomaly
123964,normal
58190,normal
80134,anomaly
47855,anomaly
89840,anomaly
83989,normal
83382,normal
1782,anomaly
57121,anomaly
121624,anomaly
45197,anomaly
47131,normal
123491,anomaly
92063,normal
23831,normal
37343,anomaly
123019,anomaly
122697,anomaly
83830,normal
107829,normal
46075,normal
69948,normal
24885,normal
62017,anomaly
99437,normal
31619,normal
52400,anomaly
26775,normal
94331,anomaly
74382,anomaly
10072,anomaly
10939,anomaly
26633,anomaly
40218,normal
22716,anomaly
12812,normal
181,normal
30189,anomaly
77977,normal
14027,anomaly
85819,anomaly
1006,normal
98926,normal
36207,normal
100850,normal
45307,normal
101211,anomaly
97067,normal
66544,normal
120200,normal
68205,normal
108733,normal
105893,anomaly
43848,normal
72620,anomaly
16468,anomaly
57398,anomaly
73088,normal
59460,anomaly
118569,normal
5682,normal
10087,normal
88530,normal
48844,anomaly
22065,normal
92261,anomaly
111937,normal
108360,normal
109547,anomaly
44686,anomaly
104916,normal
58330,anomaly
117918,anomaly
40902,anomaly
122395,normal
9737,anomaly
7609,normal
49389,normal
86068,anomaly
68413,normal
11214,anomaly
7231,normal
37087,normal
72149,normal
34585,anomaly
71646,anomaly
52086,anomaly
105548,anomaly
110827,anomaly
52200,normal
94596,anomaly
115641,normal
121050,anomaly
15816,anomaly
75714,normal
36513,normal
48866,normal
119546,anomaly
98519,normal
69240,normal
36481,anomaly
108898,normal
102935,normal
74227,normal
54686,normal
31468,normal
72151,normal
35027,normal
50543,normal
58384,anomaly
55573,anomaly
2303,anomaly
89185,anomaly
101317,anomaly
538,anomaly
2453,normal
36900,normal
124022,normal
116257,normal
59571,normal
50498,anomaly
18840,normal
100141,normal
29356,anomaly
9974,anomaly
80045,normal
72335,normal
116984,normal
26947,normal
84953,normal
60642,normal
83253,normal
76094,anomaly
63674,normal
98849,normal
66300,normal
20509,anomaly
91241,normal
4400,anomaly
12805,anomaly
44703,normal
68418,normal
92032,normal
83273,normal
117771,normal
83912,normal
39325,anomaly
95267,normal
115020,normal
21955,normal
91581,normal
104508,normal
30212,normal
72175,normal
33180,anomaly
31359,normal
90008,anomaly
15971,anomaly
113104,anomaly
116837,anomaly
66439,anomaly
38121,anomaly
88491,anomaly
90314,normal
66820,normal
20141,normal
60324,normal
107147,normal
61619,anomaly
48198,anomaly
123756,normal
120915,normal
76854,normal
122175,anomaly
24897,normal
1023,anomaly
18645,normal
121222,normal
29471,normal
32341,anomaly
22870,normal
80275,normal
107413,anomaly
92400,normal
46500,anomaly
102243,normal
91184,normal
64446,normal
37752,anomaly
2283,normal
91755,anomaly
71733,anomaly
56527,anomaly
86406,anomaly
106023,normal
51382,normal
36819,normal
36928,anomaly
92128,anomaly
84871,anomaly
8765,normal
889,normal
88140,anomaly
35401,normal
58984,normal
74673,normal
101106,normal
123052,normal
121836,normal
61566,anomaly
105905,anomaly
46318,normal
5224,normal
59710,anomaly
85910,anomaly
47904,anomaly
47471,anomaly
26574,normal
77997,anomaly
110676,normal
85850,anomaly
85650,anomaly
75650,normal
49790,anomaly
78125,normal
86413,normal
120623,anomaly
83852,anomaly
30581,normal
4949,normal
46003,anomaly
94581,normal
117206,anomaly
38087,anomaly
46927,anomaly
43113,normal
106825,anomaly
71773,normal
80947,normal
86765,anomaly
14171,normal
53719,anomaly
109558,normal
7571,normal
69760,anomaly
18803,anomaly
3459,anomaly
114470,anomaly
118684,normal
71332,normal
46231,anomaly
118751,anomaly
119142,normal
37539,anomaly
107759,anomaly
52871,normal
39123,anomaly
6521,anomaly
28911,normal
47331,normal
84240,normal
93983,normal
47491,anomaly
45301,normal
47852,anomaly
84280,normal
79726,normal
50464,anomaly
34843,normal
79936,normal
30103,normal
111807,normal
78439,normal
70363,normal
46690,anomaly
27945,anomaly
8461,normal
101298,normal
25456,anomaly
96635,anomaly
75788,normal
70849,normal
48719,anomaly
42549,normal
42983,anomaly
18403,normal
28512,anomaly
8661,normal
10780,normal
69695,anomaly
66776,anomaly
97652,anomaly
79739,normal
73291,anomaly
19350,normal
91932,normal
24475,anomaly
22968,normal
30591,anomaly
32297,normal
78248,normal
40291,anomaly
56763,normal
93952,anomaly
74569,anomaly
37932,normal
59798,normal
44752,normal
105748,normal
47873,anomaly
85081,normal
3677,normal
106222,normal
26634,anomaly
70757,anomaly
13095,normal
45081,normal
19389,normal
27780,anomaly
8892,anomaly
15383,anomaly
75495,anomaly
75131,normal
95172,anomaly
94649,anomaly
58550,normal
58580,anomaly
18671,normal
4957,anomaly
101786,anomaly
85131,normal
107610,normal
42330,normal
26484,anomaly
20604,anomaly
102087,normal
58827,normal
90746,normal
3063,normal
36797,anomaly
85902,anomaly
57267,anomaly
71814,normal
18306,anomaly
81821,anomaly
74615,anomaly
51774,anomaly
80616,anomaly
82954,normal
109936,anomaly
32251,normal
64495,anomaly
5758,anomaly
91838,anomaly
46207,normal
31291,normal
44793,anomaly
91515,normal
53303,normal
111493,anomaly
97430,anomaly
32173,anomaly
85307,anomaly
19666,normal
79551,normal
81992,anomaly
91568,normal
2149,normal
112635,normal
8793,normal
99348,normal
114716,anomaly
67062,anomaly
11444,normal
9779,normal
5420,anomaly
34105,anomaly
10037,normal
60723,anomaly
80125,normal
70300,anomaly
103726,anomaly
70893,anomaly
75543,normal
90259,anomaly
26851,normal
43570,normal
123069,anomaly
117446,normal
115183,normal
60919,anomaly
37896,normal
59489,normal
99861,normal
10001,anomaly
7901,anomaly
28737,normal
120310,normal
63388,normal
35915,anomaly
95485,normal
75411,anomaly
48675,normal
106735,anomaly
18854,normal
110764,normal
75794,normal
36738,normal
25561,anomaly
77456,anomaly
3226,normal
94411,normal
82767,normal
10067,anomaly
82375,anomaly
22323,normal
46349,normal
14462,anomaly
35086,anomaly
9132,anomaly
67004,normal
49430,normal
38024,normal
85294,anomaly
109214,normal
10863,normal
18082,normal
74306,normal
21933,anomaly
67881,normal
59587,anomaly
4149,normal
26290,normal
6286,normal
29867,anomaly
56929,normal
9295,anomaly
77419,normal
107491,anomaly
92533,normal
37834,anomaly
53734,normal
102716,anomaly
2275,normal
36050,anomaly
23249,anomaly
83678,normal
120088,anomaly
93181,anomaly
74787,normal
6934,normal
49257,normal
33518,normal
106100,normal
50748,anomaly
15980,anomaly
114871,anomaly
26361,normal
65847,anomaly
77021,anomaly
78030,normal
22554,normal
112664,normal
77267,normal
62474,normal
4220,anomaly
124745,anomaly
37433,anomaly
40013,normal
104870,anomaly
73860,normal
18080,anomaly
88577,normal
39633,normal
77660,normal
108012,anomaly
37821,anomaly
69419,normal
47185,normal
10428,anomaly
73135,anomaly
122775,normal
32235,anomaly
64357,anomaly
54613,anomaly
94893,normal
62890,anomaly
25970,normal
103074,normal
61012,anomaly
123763,normal
88622,normal
6401,anomaly
29731,normal
26433,normal
51641,normal
102437,normal
55814,anomaly
31256,anomaly
23308,normal
101908,normal
60630,normal
40873,anomaly
5756,normal
28753,normal
109861,anomaly
17371,anomaly
84327,normal
101903,normal
64882,anomaly
94575,normal
105145,normal
65974,normal
12704,anomaly
112054,normal
5468,normal
32712,normal
6740,anomaly
14810,anomaly
66857,anomaly
13595,anomaly
71220,normal
116144,normal
115440,anomaly
17572,anomaly
32199,normal
48162,anomaly
31613,normal
102727,normal
30052,anomaly
96439,anomaly
31453,anomaly
83352,anomaly
33637,anomaly
86476,normal
90354,normal
80318,anomaly
116858,anomaly
66939,anomaly
13360,anomaly
57133,anomaly
104102,normal
48741,normal
97672,normal
97836,anomaly
26889,normal
98014,anomaly
89598,anomaly
27251,normal
82772,normal
123199,anomaly
77897,normal
102878,anomaly
43477,normal
17467,anomaly
82362,normal
8574,anomaly
95449,normal
115134,normal
90304,normal
15789,normal
94761,anomaly
45057,normal
103837,anomaly
51213,normal
56960,anomaly
14480,anomaly
71758,normal
13182,anomaly
28485,anomaly
75961,anomaly
80464,normal
119327,normal
28235,normal
73603,anomaly
50578,normal
73637,normal
35385,anomaly
111622,anomaly
72446,anomaly
116244,anomaly
15413,anomaly
64009,anomaly
123606,normal
32403,anomaly
111338,normal
123747,normal
67192,normal
40970,normal
67813,normal
119422,normal
58697,normal
7747,normal
86553,normal
53711,normal
82572,normal
31896,anomaly
111019,anomaly
120950,normal
58074,anomaly
124490,anomaly
59753,anomaly
6146,normal
95019,anomaly
55461,anomaly
118410,anomaly
105826,normal
101515,anomaly
57279,normal
55553,anomaly
68925,normal
96084,anomaly
48016,normal
66196,anomaly
46650,anomaly
29093,anomaly
71164,normal
24869,anomaly
41666,anomaly
66822,anomaly
24324,anomaly
79601,normal
119147,normal
21063,normal
30860,anomaly
32219,anomaly
77147,normal
32948,normal
119185,normal
115685,anomaly
8017,anomaly
42803,normal
10423,anomaly
121423,normal
73626,anomaly
37308,normal
92935,anomaly
65549,normal
93241,normal
20635,anomaly
81428,normal
97103,normal
100282,normal
41262,anomaly
120646,anomaly
57873,normal
1702,normal
54666,normal
31917,normal
92195,anomaly
80410,normal
13310,normal
88391,anomaly
122116,normal
124493,anomaly
70996,normal
80359,anomaly
87569,normal
109568,anomaly
81482,anomaly
67673,normal
86423,normal
32256,normal
69034,anomaly
31041,anomaly
40966,anomaly
103913,anomaly
110829,normal
14072,anomaly
56499,normal
43097,anomaly
118930,anomaly
99914,normal
3683,normal
104233,normal
59389,normal
38355,normal
104175,normal
112282,normal
98532,anomaly
60258,normal
99814,normal
24814,normal
97028,normal
26831,anomaly
107876,normal
99507,normal
75263,anomaly
122377,normal
116642,normal
4797,anomaly
79989,anomaly
69431,anomaly
72905,anomaly
14371,normal
46669,normal
55049,anomaly
113583,normal
45064,anomaly
33897,normal
78920,normal
7755,anomaly
125636,anomaly
108861,anomaly
10401,anomaly
25,normal
65525,normal
79035,anomaly
75306,normal
112903,normal
68978,anomaly
33399,normal
2052,anomaly
11840,normal
103731,anomaly
117528,normal
96663,normal
20966,normal
11580,anomaly
105359,anomaly
105382,normal
49594,anomaly
22954,normal
106015,anomaly
101035,anomaly
76399,anomaly
54080,anomaly
73481,anomaly
113356,normal
107050,anomaly
5575,normal
75494,normal
20837,normal
122628,anomaly
53371,normal
121364,anomaly
66455,normal
9776,normal
27771,normal
40323,anomaly
58006,normal
2922,normal
74962,normal
116614,normal
105443,normal
24235,anomaly
14265,normal
77449,normal
17309,anomaly
44169,normal
2910,normal
17288,anomaly
108502,normal
104695,normal
30247,anomaly
78309,normal
106816,anomaly
106534,anomaly
125905,normal
77379,normal
74493,normal
59690,anomaly
78998,normal
3318,normal
88840,anomaly
81568,normal
157,anomaly
91629,normal
80370,anomaly
114600,normal
21457,anomaly
66132,anomaly
77171,normal
99995,anomaly
70970,normal
93429,normal
24105,anomaly
117417,anomaly
37649,normal
96830,anomaly
118642,anomaly
43959,normal
26497,normal
35815,anomaly
81058,normal
73243,normal
308,anomaly
19789,anomaly
115106,normal
117648,normal
88375,anomaly
78302,normal
63625,normal
18506,normal
84064,normal
92363,normal
91686,anomaly
101653,normal
115236,normal
89845,normal
116985,anomaly
37109,anomaly
49216,normal
113962,anomaly
118156,normal
88832,anomaly
75101,anomaly
117243,anomaly
80513,normal
33301,anomaly
23988,anomaly
12843,normal
116106,normal
84452,anomaly
122933,normal
106948,normal
123510,normal
25552,normal
59890,normal
77131,normal
29235,normal
82650,normal
12286,normal
48316,normal
66875,anomaly
92852,anomaly
95442,normal
27166,normal
66860,normal
92317,normal
23677,anomaly
110354,anomaly
94106,anomaly
119780,anomaly
103106,anomaly
12218,normal
11058,anomaly
96,normal
19060,anomaly
70254,anomaly
25414,normal
45849,normal
5628,normal
121989,anomaly
70809,anomaly
30294,normal
100867,normal
99171,anomaly
20838,anomaly
18155,normal
65665,anomaly
38399,normal
58823,normal
30937,anomaly
28708,anomaly
66769,normal
110762,normal
90566,anomaly
35022,anomaly
7944,normal
18480,normal
80301,normal
68649,anomaly
28638,normal
118,normal
80041,anomaly
75141,anomaly
113080,normal
26959,anomaly
117200,normal
120419,anomaly
109530,normal
16918,anomaly
89417,normal
99035,normal
97851,normal
124852,normal
4235,anomaly
36603,anomaly
32869,normal
111743,normal
121808,anomaly
113976,anomaly
32701,anomaly
103172,anomaly
89964,normal
16124,normal
13088,normal
91976,normal
16941,normal
17248,anomaly
12573,normal
118677,anomaly
23063,normal
52337,anomaly
63386,anomaly
31519,anomaly
15053,normal
15095,anomaly
86370,anomaly
107693,anomaly
97580,anomaly
81563,anomaly
50257,anomaly
4737,anomaly
56989,anomaly
37031,anomaly
81052,normal
72585,normal
30759,normal
17125,anomaly
85588,normal
16588,anomaly
56350,normal
102990,anomaly
63913,normal
97216,normal
26365,normal
75813,anomaly
31635,anomaly
97087,normal
101122,anomaly
44968,anomaly
115339,normal
23376,normal
92200,normal
4516,anomaly
48455,anomaly
55036,anomaly
88386,normal
66082,anomaly
92414,normal
11187,anomaly
122457,anomaly
58068,normal
52679,normal
117755,anomaly
112329,normal
8013,anomaly
6042,anomaly
112775,normal
47697,normal
69458,normal
105084,normal
53989,normal
29925,normal
69685,normal
102336,normal
24081,anomaly
16470,normal
37588,normal
106887,normal
42401,normal
17107,normal
15805,normal
6375,normal
119193,normal
77468,normal
90747,anomaly
108677,normal
107499,anomaly
79403,anomaly
122811,normal
87137,normal
120160,anomaly
113930,anomaly
15106,anomaly
95829,normal
33217,normal
105836,anomaly
35483,anomaly
11309,anomaly
15903,anomaly
111671,normal
61255,normal
107998,anomaly
55625,normal
2602,normal
15335,normal
98432,normal
16988,normal
41572,normal
1610,normal
124017,normal
83670,normal
3622,anomaly
29695,anomaly
123002,normal
97186,anomaly
92147,normal
44119,anomaly
40692,anomaly
64683,normal
25956,normal
15178,anomaly
119355,anomaly
35968,anomaly
17684,normal
14814,normal
117533,anomaly
117500,anomaly
112238,normal
30325,anomaly
29942,anomaly
24839,normal
87397,normal
14213,normal
120773,normal
29904,normal
16762,normal
103454,anomaly
44124,anomaly
65704,normal
109529,normal
77340,normal
98670,anomaly
91970,anomaly
33335,normal
98927,normal
108197,normal
26474,normal
92443,anomaly
93946,normal
50892,anomaly
66839,normal
34654,normal
109068,normal
81197,anomaly
51802,normal
59737,anomaly
63039,anomaly
43109,anomaly
6686,anomaly
46261,normal
25902,anomaly
8595,anomaly
38597,anomaly
35644,normal
6137,normal
93865,anomaly
116805,anomaly
25317,anomaly
57861,normal
14922,normal
10333,normal
40706,normal
5117,anomaly
99442,anomaly
50245,anomaly
89720,normal
47999,normal
64684,anomaly
99060,normal
55509,normal
80037,anomaly
67794,anomaly
55714,anomaly
3250,anomaly
15840,anomaly
124132,normal
79535,normal
109318,normal
4089,normal
62809,normal
79268,normal
80604,normal
63756,normal
15956,normal
82183,normal
24708,anomaly
63206,normal
45329,anomaly
39828,normal
80068,normal
74263,anomaly
38809,anomaly
63455,anomaly
85373,anomaly
68713,anomaly
33871,normal
117521,normal
21858,anomaly
47785,anomaly
18430,normal
16026,anomaly
94160,normal
14794,anomaly
58054,normal
104079,normal
107132,anomaly
99144,normal
122927,normal
2281,normal
58897,normal
59085,anomaly
91994,anomaly
48324,normal
14722,normal
64092,anomaly
110685,anomaly
8352,normal
106603,normal
66030,normal
1867,anomaly
13445,normal
49488,anomaly
87550,anomaly
108208,anomaly
25820,anomaly
39934,anomaly
6300,anomaly
45292,normal
11229,normal
66868,normal
62448,normal
77776,anomaly
25268,anomaly
45229,anomaly
104157,anomaly
71925,normal
43701,anomaly
13227,normal
48139,anomaly
69975,normal
25601,anomaly
107143,normal
8268,normal
115878,normal
77491,anomaly
107087,anomaly
70328,normal
25678,anomaly
64758,anomaly
10781,normal
52959,anomaly
14676,normal
77961,normal
517,anomaly
54947,anomaly
120622,normal
48179,normal
104345,normal
74774,normal
89737,normal
39814,normal
26542,normal
12793,anomaly
98620,normal
92528,normal
31678,anomaly
79241,anomaly
33761,normal
37944,anomaly
34873,normal
120495,normal
72341,anomaly
19999,normal
124282,normal
7692,normal
98639,normal
69721,anomaly
74573,anomaly
57276,normal
64761,normal
106785,anomaly
20802,anomaly
19906,anomaly
80922,normal
79132,anomaly
37582,anomaly
107285,anomaly
57441,anomaly
4540,anomaly
101751,normal
77508,normal
5189,normal
101776,normal
4717,anomaly
31879,normal
50129,normal
112295,anomaly
105972,normal
24725,anomaly
115853,anomaly
115666,anomaly
38153,normal
120565,anomaly
40526,normal
120135,anomaly
94458,anomaly
51351,anomaly
3500,normal
125763,normal
64225,anomaly
32408,normal
60865,anomaly
42398,normal
58312,normal
57647,normal
72351,anomaly
66045,normal
53568,anomaly
44054,anomaly
91553,normal
86563,normal
55228,normal
113713,normal
9640,normal
30222,anomaly
37530,anomaly
38049,normal
35830,anomaly
117258,normal
70144,anomaly
78385,normal
47624,anomaly
7252,anomaly
2548,anomaly
55729,normal
91020,normal
32031,normal
13606,anomaly
49940,normal
14978,anomaly
99180,normal
90689,anomaly
47601,normal
37191,normal
11242,anomaly
17900,normal
52622,anomaly
109721,normal
32657,anomaly
27415,normal
99217,normal
25639,normal
48329,normal
97759,anomaly
11176,normal
108600,normal
16761,normal
71188,normal
111028,normal
